Average Max,Average Mean,Average Min,Average Variability,Centroid_Latitude,Centroid_Longitude,Number_Destination_Zones_in_Region,Region_Name,Time,Weekday
698.0,249.0,88.0,0.4081967213114754,38.90364609,-77.05208036,1,R4,07:00AM-09:00AM,Wednesdays
584.8333333333334,301.1666666666667,165.25,0.7318672754347887,38.92196625,-77.04716763,12,R5,12:00AM-02:00AM,Fridays
691.3333333333334,381.8333333333333,222.25,0.7876892206618384,38.92196625,-77.04716763,12,R5,04:00PM-06:00PM,Fridays
593.6666666666666,336.4166666666667,200.91666666666666,0.8606127484867988,38.92196625,-77.04716763,12,R5,06:00PM-08:00PM,Fridays
514.25,302.0833333333333,187.91666666666666,0.92413082214841,38.92196625,-77.04716763,12,R5,08:00PM-10:00PM,Fridays
560.25,318.6666666666667,190.91666666666666,0.8553691072635763,38.92196625,-77.04716763,12,R5,10:00PM-12:00AM,Fridays
583.75,325.4166666666667,190.66666666666666,0.8279797491965506,38.92196625,-77.04716763,12,R5,07:00AM-09:00AM,Fridays
533.1666666666666,277.5,153.0,0.7314162192315243,38.92196625,-77.04716763,12,R5,12:00AM-02:00AM,Mondays
628.0,340.75,193.5,0.7600799772577194,38.92196625,-77.04716763,12,R5,04:00PM-06:00PM,Mondays
524.8333333333334,300.1666666666667,181.0,0.8637075199835959,38.92196625,-77.04716763,12,R5,06:00PM-08:00PM,Mondays
477.5,270.9166666666667,163.08333333333334,0.8678540111078806,38.92196625,-77.04716763,12,R5,08:00PM-10:00PM,Mondays
455.75,259.5,157.08333333333334,0.8851804800614199,38.92196625,-77.04716763,12,R5,10:00PM-12:00AM,Mondays
616.8333333333334,332.0833333333333,189.0,0.7804973269025575,38.92196625,-77.04716763,12,R5,07:00AM-09:00AM,Mondays
655.1666666666666,344.9166666666667,193.5,0.7614512738915503,38.92196625,-77.04716763,12,R5,12:00AM-02:00AM,Saturdays
574.4166666666666,315.8333333333333,183.33333333333334,0.8120998416228752,38.92196625,-77.04716763,12,R5,04:00PM-06:00PM,Saturdays
534.4166666666666,314.75,196.25,0.9250720883896544,38.92196625,-77.04716763,12,R5,06:00PM-08:00PM,Saturdays
544.5833333333334,315.0833333333333,192.0,0.8841478796952901,38.92196625,-77.04716763,12,R5,08:00PM-10:00PM,Saturdays
602.6666666666666,340.5833333333333,203.41666666666666,0.836132964005809,38.92196625,-77.04716763,12,R5,10:00PM-12:00AM,Saturdays
569.0833333333334,289.8333333333333,155.83333333333334,0.7090366082877503,38.92196625,-77.04716763,12,R5,07:00AM-09:00AM,Saturdays
725.5833333333334,374.4166666666667,205.16666666666666,0.7271149318872115,38.92196625,-77.04716763,12,R5,12:00AM-02:00AM,Sundays
538.5,311.5,191.5,0.9082381972552981,38.92196625,-77.04716763,12,R5,04:00PM-06:00PM,Sundays
500.5833333333333,286.5,175.0,0.9011183870591579,38.92196625,-77.04716763,12,R5,06:00PM-08:00PM,Sundays
504.75,280.25,165.66666666666666,0.8326397455407855,38.92196625,-77.04716763,12,R5,08:00PM-10:00PM,Sundays
501.1666666666667,270.75,155.58333333333334,0.7906054586578772,38.92196625,-77.04716763,12,R5,10:00PM-12:00AM,Sundays
